vertex1_x,vertex1_y,vertex2_x,vertex2_y,vertex3_x,vertex3_y,vertex4_x,vertex4_y,Area,Areal Frequency B20,Areal Frequency P20,Branch Mean Length,Branch Min Length,Branch Max Length,Connections per Branch,Connections per Trace,Connection Frequency,Dimensionless Intensity B22,Dimensionless Intensity P22,Fracture Density (Mauldon),Fracture Intensity B21,Fracture Intensity (Mauldon),Fracture Intensity P21,Number of Branches,Number of Branches (Real),Number of Traces,Number of Traces (Real),Trace Mean Length,Trace Min Length,Trace Max Length,Trace Mean Length (Mauldon)
14588402.02,4537166.66,14589152.02,4537166.66,14589152.02,4536416.66,14588402.02,4536416.66,3969694.1833468685,1.259542868812246e-07,1.259542868812246e-07,598.0641051596006,299.0320525798003,299.0320525798003,0.0,0.0,0.0,0.04505141420979581,0.022525707104897905,,7.53287378746352e-05,,7.53287378746352e-05,0.5,1,0.5,1,299.0320525798003,299.0320525798003,299.0320525798003,
14588402.02,4536416.66,14589152.02,4536416.66,14589152.02,4535666.66,14588402.02,4535666.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14588402.02,4535666.66,14589152.02,4535666.66,14589152.02,4534916.66,14588402.02,4534916.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14588402.02,4534916.66,14589152.02,4534916.66,14589152.02,4534166.66,14588402.02,4534166.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14588402.02,4534166.66,14589152.02,4534166.66,14589152.02,4533416.66,14588402.02,4533416.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14588402.02,4533416.66,14589152.02,4533416.66,14589152.02,4532666.66,14588402.02,4532666.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4555166.66,14589902.02,4555166.66,14589902.02,4554416.66,14589152.02,4554416.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4554416.66,14589902.02,4554416.66,14589902.02,4553666.66,14589152.02,4553666.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4553666.66,14589902.02,4553666.66,14589902.02,4552916.66,14589152.02,4552916.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4552916.66,14589902.02,4552916.66,14589902.02,4552166.66,14589152.02,4552166.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4552166.66,14589902.02,4552166.66,14589902.02,4551416.66,14589152.02,4551416.66,3969694.1833468685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,
14589152.02,4551416.66,14589902.02,4551416.66,14589902.02,4550666.66,14589152.02,4550666.66,3969694.1833468685,1.259542868812246e-07,1.259542868812246e-07,238.0671946946711,119.03359734733554,119.03359734733554,0.0,0.0,0.0,0.007138583801688047,0.0035692919008440236,,2.998558373758095e-05,,2.998558373758095e-05,0.5,1,0.5,1,119.03359734733554,119.03359734733554,119.03359734733554,
14589152.02,4550666.66,14589902.02,4550666.66,14589902.02,4549916.66,14589152.02,4549916.66,3969694.1833468685,3.7786286064367375e-07,3.7786286064367375e-07,1786.2111676176885,421.96660762408726,1180.504809240515,0.0,0.0,0.0,1.2055904767324586,0.6027952383662293,,0.0006749428615096964,,0.0006749428615096964,1.5,3,1.5,3,893.1055838088442,421.96660762408726,1180.504809240515,
14589152.02,4549916.66,14589902.02,4549916.66,14589902.02,4549166.66,14589152.02,4549166.66,3969694.1833468685,6.297714344061229e-07,6.297714344061229e-07,1890.4275955591268,399.8310311585393,1623.1847515926916,0.0,0.0,0.0,2.2506245626196093,1.4066403516372556,,0.0011905372984961891,,0.0011905372984961891,2.5,4,2.5,4,1181.5172472244542,399.8310311585393,1623.1847515926916,
14589152.02,4549166.66,14589902.02,4549166.66,14589902.02,4548416.66,14589152.02,4548416.66,3969694.1833468685,6.297714344061229e-07,6.297714344061229e-07,2156.018081020397,1107.629791026209,1828.3939411459075,0.0,0.0,0.0,2.927438330884077,1.8296489568025482,,0.0013577985994897518,,0.0013577985994897518,2.5,4,2.5,4,1347.511300637748,1107.629791026209,1828.3939411459075,
14589152.02,4548416.66,14589902.02,4548416.66,14589902.02,4547666.66,14589152.02,4547666.66,3969694.1833468685,5.038171475248984e-07,5.038171475248984e-07,1113.3339082286907,355.6783333025699,1118.1039530922246,0.0,0.0,0.0,0.6244875972620801,0.4163250648413868,,0.0005609167138865259,,0.0005609167138865259,2.0,3,2.0,3,742.2226054857938,355.6783333025699,1118.1039530922246,
14589152.02,4547666.66,14589902.02,4547666.66,14589902.02,4546916.66,14589152.02,4546916.66,3969694.1833468685,3.7786286064367375e-07,3.7786286064367375e-07,1681.8136856960975,309.0794552528465,1605.3930281549178,0.0,0.0,0.0,1.0687840710477496,0.5343920355238748,,0.0006354949303468079,,0.0006354949303468079,1.5,3,1.5,3,840.9068428480488,309.0794552528465,1605.3930281549178,
14589152.02,4546916.66,14589902.02,4546916.66,14589902.02,4546166.66,14589152.02,4546166.66,3969694.1833468685,7.557257212873475e-07,2.519085737624492e-07,1190.6642171326257,125.1822932184098,2254.8810885771413,1.3333333333333333,2.0,2.519085737624492e-07,1.0713782063419262,1.0713782063419262,,0.0008998155743035885,,0.0008998155743035885,3.0,5,1.0,3,1190.6642171326257,327.52075828681933,2254.8810885771413,
14589152.02,4546166.66,14589902.02,4546166.66,14589902.02,4545416.66,14589152.02,4545416.66,3969694.1833468685,1.763360016337144e-06,1.2595428688122458e-06,608.4767072939883,87.60566972401632,2035.7469042162904,0.5714285714285714,0.4,2.519085737624492e-07,0.6528732954059087,0.57126413348017,,0.0010729634965146988,,0.0010729634965146988,7.0,10,5.0,8,532.4171188822397,87.60566972401632,2035.7469042162904,
14589152.02,4545416.66,14589902.02,4545416.66,14589902.02,4544666.66,14589152.02,4544666.66,3969694.1833468685,1.6374057294559196e-06,1.6374057294559196e-06,725.0204480696733,143.86240059470887,926.3213195850053,0.0,0.0,0.0,0.8607099358202427,0.6216238425368419,,0.001187152635641981,,0.001187152635641981,6.5,9,6.5,9,523.6258791614307,143.86240059470887,926.3213195850053,
14589152.02,4544666.66,14589902.02,4544666.66,14589902.02,4543916.66,14589152.02,4543916.66,3969694.1833468685,1.763360016337144e-06,1.763360016337144e-06,483.20145624365915,129.2413348903761,898.2135710559979,0.0,0.0,0.0,0.4117157281455851,0.36025126212738695,,0.0008520581277759506,,0.0008520581277759506,7.0,8,7.0,8,422.80127421320174,129.2413348903761,898.2135710559979,
14589152.02,4543916.66,14589902.02,4543916.66,14589902.02,4543166.66,14589152.02,4543166.66,3969694.1833468685,1.511451442574695e-06,1.0076342950497967e-06,516.0699826818708,98.0592521875339,770.0061395819391,0.6666666666666666,0.5,2.519085737624492e-07,0.40254218293569977,0.3450361568020283,,0.0007800147197940114,,0.0007800147197940114,6.0,9,4.0,7,442.3456994416035,245.67950324986452,770.0061395819391,
14589152.02,4543166.66,14589902.02,4543166.66,14589902.02,4542416.66,14589152.02,4542416.66,3969694.1833468685,1.6374057294559196e-06,1.1335885819310212e-06,444.02235950895977,152.09824503288527,941.8571926268838,0.6153846153846154,0.4444444444444444,2.519085737624492e-07,0.322824127790853,0.4196713661281089,,0.0007270447554665068,,0.0007270447554665068,6.5,7,4.5,5,577.2290673616477,245.67950324986452,941.8571926268838,
14589152.02,4542416.66,14589902.02,4542416.66,14589902.02,4541666.66,14589152.02,4541666.66,3969694.1833468685,1.511451442574695e-06,1.0076342950497967e-06,631.6786670308211,118.8267833479267,989.6737867685101,0.6666666666666666,0.5,2.519085737624492e-07,0.6030962385804052,0.6030962385804052,,0.0009547516325273949,,0.0009547516325273949,6.0,8,4.0,6,631.6786670308211,118.8267833479267,989.6737867685101,
14589152.02,4541666.66,14589902.02,4541666.66,14589902.02,4540916.66,14589152.02,4540916.66,3969694.1833468685,5.038171475248984e-07,5.038171475248984e-07,1670.205945378456,281.3379923559276,1322.441242598419,0.0,0.0,0.0,1.4054422185366564,0.7027211092683282,,0.0008414783951796998,,0.0008414783951796998,2.0,4,2.0,4,835.102972689228,281.3379923559276,1322.441242598419,
14589152.02,4540916.66,14589902.02,4540916.66,14589902.02,4540166.66,14589152.02,4540166.66,3969694.1833468685,3.7786286064367375e-07,3.7786286064367375e-07,1555.7571933847619,83.08243391738046,939.1719067826193,0.0,0.0,0.0,0.9145718787062068,0.34296445451482754,,0.0005878628635593392,,0.0005878628635593392,1.5,4,1.5,4,583.4089475192857,83.08243391738046,939.1719067826193,
14589152.02,4540166.66,14589902.02,4540166.66,14589902.02,4539416.66,14589152.02,4539416.66,3969694.1833468685,5.038171475248984e-07,5.038171475248984e-07,874.0961353818412,171.99183070896225,833.7165320593869,0.0,0.0,0.0,0.3849384958139525,0.25662566387596836,,0.0004403846215906166,,0.0004403846215906166,2.0,3,2.0,3,582.7307569212275,171.99183070896225,833.7165320593869,
14589152.02,4539416.66,14589902.02,4539416.66,14589902.02,4538666.66,14589152.02,4538666.66,3969694.1833468685,1.259542868812246e-07,1.259542868812246e-07,911.7118943460753,455.85594717303763,455.85594717303763,0.0,0.0,0.0,0.10469554327120795,0.052347771635603974,,0.00011483402149349027,,0.00011483402149349027,0.5,1,0.5,1,455.85594717303763,455.85594717303763,455.85594717303763,
14589152.02,4538666.66,14589902.02,4538666.66,14589902.02,4537916.66,14589152.02,4537916.66,3969694.1833468685,1.259542868812246e-07,1.259542868812246e-07,1620.3433676691063,810.1716838345532,810.1716838345532,0.0,0.0,0.0,0.3306945709021442,0.1653472854510721,,0.00020408919337748418,,0.00020408919337748418,0.5,1,0.5,1,810.1716838345532,810.1716838345532,810.1716838345532,
14589152.02,4537916.66,14589902.02,4537916.66,14589902.02,4537166.66,14589152.02,4537166.66,3969694.1833468685,5.038171475248984e-07,5.038171475248984e-07,987.1028671455807,158.94486252050655,1524.1995569917601,0.0,0.0,0.0,0.4909053571000918,0.3272702380667279,,0.0004973193508389351,,0.0004973193508389351,2.0,3,2.0,3,658.0685780970538,158.94486252050655,1524.1995569917601,
14589152.02,4537166.66,14589902.02,4537166.66,14589902.02,4536416.66,14589152.02,4536416.66,3969694.1833468685,3.7786286064367375e-07,3.7786286064367375e-07,927.4867612582889,285.6911340990237,1105.5390077884097,0.0,0.0,0.0,0.3250496080723747,0.24378720605428106,,0.0003504628008181931,,0.0003504628008181931,1.5,2,1.5,2,695.6150709437167,285.6911340990237,1105.5390077884097,
14589152.02,4536416.66,14589902.02,4536416.66,14589902.02,4535666.66,14589152.02,4535666.66,3969694.1833468685,1.259542868812246e-07,1.259542868812246e-07,772.2432202514825,386.12161012574126,386.12161012574126,0.0,0.0,0.0,0.07511404703744534,0.03755702351872267,,9.726734410563593e-05,,9.726734410563593e-05,0.5,1,0.5,1,386.12161012574126,386.12161012574126,386.12161012574126,
